0
"AT-Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals"
AT-Foundry work services
"AT-Fabricated metal products, except machinery and equipment (28)"
AT-Machinery and equipment n.e.c. (29)
AT-Office machinery and computers (30)
AT-Electrical machinery and apparatus n.e.c. (31)
"AT-Radio, television and communication equipment and apparatus (32)"
"AT-Medical, precision and optical instruments, watches and clocks (33)"
"AT-Motor vehicles, trailers and semi-trailers (34)"
AT-Other transport equipment (35)
AT-Furniture; other manufactured goods n.e.c. (36)
AT-Secondary raw materials
"AT-Bottles for treatment, Recycling of bottles by direct reuse"
AT-Electricity by coal
AT-Electricity by gas
AT-Electricity by nuclear
AT-Electricity by hydro
AT-Electricity by wind
AT-Electricity by petroleum and other oil derivatives
AT-Electricity by biomass and waste
AT-Electricity by solar photovoltaic
AT-Electricity by solar thermal
"AT-Electricity by tide, wave, ocean"
AT-Electricity by Geothermal
AT-Electricity nec
AT-Transmission services of electricity
AT-Distribution and trade services of electricity
AT-Coke oven gas
AT-Blast Furnace Gas
AT-Oxygen Steel Furnace Gas
AT-Gas Works Gas
AT-Biogas
AT-Distribution services of gaseous fuels through mains
AT-Steam and hot water supply services
"AT-Collected and purified water, distribution services of water (41)"
AT-Construction work (45)
"AT-Secondary construction material for treatment, Re-processing of secondary construction material into aggregates"
"AT-Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
AT-Retail trade services of motor fuel
"AT-Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)"
"AT-Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)"
AT-Hotel and restaurant services (55)
AT-Railway transportation services
AT-Other land transportation services
AT-Transportation services via pipelines
AT-Sea and coastal water transportation services
AT-Inland water transportation services
AT-Air transport services (62)
AT-Supporting and auxiliary transport services; travel agency services (63)
AT-Post and telecommunication services (64)
"AT-Financial intermediation services, except insurance and pension funding services (65)"
"AT-Insurance and pension funding services, except compulsory social security services (66)"
AT-Services auxiliary to financial intermediation (67)
AT-Real estate services (70)
AT-Renting services of machinery and equipment without operator and of personal and household goods (71)
AT-Computer and related services (72)
AT-Research and development services (73)
AT-Other business services (74)
AT-Public administration and defence services; compulsory social security services (75)
AT-Education services (80)
AT-Health and social work services (85)
AT-Food waste for treatment: incineration
AT-Paper waste for treatment: incineration
AT-Plastic waste for treatment: incineration
AT-Intert/metal waste for treatment: incineration
AT-Textiles waste for treatment: incineration
AT-Wood waste for treatment: incineration
AT-Oil/hazardous waste for treatment: incineration
AT-Food waste for treatment: biogasification and land application
AT-Paper waste for treatment: biogasification and land application
AT-Sewage sludge for treatment: biogasification and land application
AT-Food waste for treatment: composting and land application
AT-Paper and wood waste for treatment: composting and land application
AT-Food waste for treatment: waste water treatment
AT-Other waste for treatment: waste water treatment
AT-Food waste for treatment: landfill
AT-Paper for treatment: landfill
AT-Plastic waste for treatment: landfill
AT-Inert/metal/hazardous waste for treatment: landfill
AT-Textiles waste for treatment: landfill
AT-Wood waste for treatment: landfill
AT-Membership organisation services n.e.c. (91)
"AT-Recreational, cultural and sporting services (92)"
AT-Other services (93)
AT-Private households with employed persons (95)
AT-Extra-territorial organizations and bodies
BE-Paddy rice
BE-Wheat
BE-Cereal grains nec
"BE-Vegetables, fruit, nuts"
BE-Oil seeds
"BE-Sugar cane, sugar beet"
BE-Plant-based fibers
BE-Crops nec
BE-Cattle
BE-Pigs
BE-Poultry
BE-Meat animals nec
BE-Animal products nec
BE-Raw milk
"BE-Wool, silk-worm cocoons"
BE-Manure (conventional treatment)
BE-Manure (biogas treatment)
"BE-Products of forestry, logging and related services (02)"
BE-Fish and other fishing products; services incidental of fishing (05)
BE-Anthracite
BE-Coking Coal
BE-Other Bituminous Coal
BE-Sub-Bituminous Coal
BE-Patent Fuel
BE-Lignite/Brown Coal
BE-BKB/Peat Briquettes
BE-Peat
"BE-Crude petroleum and services related to crude oil extraction, excluding surveying"
"BE-Natural gas and services related to natural gas extraction, excluding surveying"
BE-Natural Gas Liquids
BE-Other Hydrocarbons
BE-Uranium and thorium ores (12)
BE-Iron ores
BE-Copper ores and concentrates
BE-Nickel ores and concentrates
BE-Aluminium ores and concentrates
BE-Precious metal ores and concentrates
"BE-Lead, zinc and tin ores and concentrates"
BE-Other non-ferrous metal ores and concentrates
BE-Stone
BE-Sand and clay
"BE-Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c."
BE-Products of meat cattle
BE-Products of meat pigs
BE-Products of meat poultry
BE-Meat products nec
BE-products of Vegetable oils and fats
BE-Dairy products
BE-Processed rice
BE-Sugar
BE-Food products nec
BE-Beverages
BE-Fish products
BE-Tobacco products (16)
BE-Textiles (17)
BE-Wearing apparel; furs (18)
BE-Leather and leather products (19)
BE-Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)
"BE-Wood material for treatment, Re-processing of secondary wood material into new wood material"
BE-Pulp
"BE-Secondary paper for treatment, Re-processing of secondary paper into new pulp"
BE-Paper and paper products
BE-Printed matter and recorded media (22)
BE-Coke Oven Coke
BE-Gas Coke
BE-Coal Tar
BE-Motor Gasoline
BE-Aviation Gasoline
BE-Gasoline Type Jet Fuel
BE-Kerosene Type Jet Fuel
BE-Kerosene
BE-Gas/Diesel Oil
BE-Heavy Fuel Oil
BE-Refinery Gas
BE-Liquefied Petroleum Gases (LPG)
BE-Refinery Feedstocks
BE-Ethane
BE-Naphtha
BE-White Spirit & SBP
BE-Lubricants
BE-Bitumen
BE-Paraffin Waxes
BE-Petroleum Coke
BE-Non-specified Petroleum Products
BE-Nuclear fuel
"BE-Plastics, basic"
"BE-Secondary plastic for treatment, Re-processing of secondary plastic into new plastic"
BE-N-fertiliser
BE-P- and other fertiliser
BE-Chemicals nec
BE-Charcoal
BE-Additives/Blending Components
BE-Biogasoline
BE-Biodiesels
BE-Other Liquid Biofuels
BE-Rubber and plastic products (25)
BE-Glass and glass products
"BE-Secondary glass for treatment, Re-processing of secondary glass into new glass"
BE-Ceramic goods
"BE-Bricks, tiles and construction products, in baked clay"
"BE-Cement, lime and plaster"
"BE-Ash for treatment, Re-processing of ash into clinker"
BE-Other non-metallic mineral products
BE-Basic iron and steel and of ferro-alloys and first products thereof
"BE-Secondary steel for treatment, Re-processing of secondary steel into new steel"
BE-Precious metals
"BE-Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals"
BE-Aluminium and aluminium products
"BE-Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium"
"BE-Lead, zinc and tin and products thereof"
"BE-Secondary lead for treatment, Re-processing of secondary lead into new lead"
BE-Copper products
"BE-Secondary copper for treatment, Re-processing of secondary copper into new copper"
BE-Other non-ferrous metal products
"BE-Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals"
BE-Foundry work services
"BE-Fabricated metal products, except machinery and equipment (28)"
BE-Machinery and equipment n.e.c. (29)
BE-Office machinery and computers (30)
BE-Electrical machinery and apparatus n.e.c. (31)
"BE-Radio, television and communication equipment and apparatus (32)"
"BE-Medical, precision and optical instruments, watches and clocks (33)"
"BE-Motor vehicles, trailers and semi-trailers (34)"
BE-Other transport equipment (35)
BE-Furniture; other manufactured goods n.e.c. (36)
BE-Secondary raw materials
"BE-Bottles for treatment, Recycling of bottles by direct reuse"
BE-Electricity by coal
BE-Electricity by gas
BE-Electricity by nuclear
BE-Electricity by hydro
BE-Electricity by wind
BE-Electricity by petroleum and other oil derivatives
BE-Electricity by biomass and waste
BE-Electricity by solar photovoltaic
BE-Electricity by solar thermal
"BE-Electricity by tide, wave, ocean"
BE-Electricity by Geothermal
BE-Electricity nec
BE-Transmission services of electricity
BE-Distribution and trade services of electricity
BE-Coke oven gas
BE-Blast Furnace Gas
BE-Oxygen Steel Furnace Gas
BE-Gas Works Gas
BE-Biogas
BE-Distribution services of gaseous fuels through mains
BE-Steam and hot water supply services
"BE-Collected and purified water, distribution services of water (41)"
BE-Construction work (45)
"BE-Secondary construction material for treatment, Re-processing of secondary construction material into aggregates"
"BE-Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
BE-Retail trade services of motor fuel
"BE-Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)"
"BE-Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)"
BE-Hotel and restaurant services (55)
BE-Railway transportation services
BE-Other land transportation services
BE-Transportation services via pipelines
BE-Sea and coastal water transportation services
BE-Inland water transportation services
BE-Air transport services (62)
BE-Supporting and auxiliary transport services; travel agency services (63)
BE-Post and telecommunication services (64)
"BE-Financial intermediation services, except insurance and pension funding services (65)"
"BE-Insurance and pension funding services, except compulsory social security services (66)"
BE-Services auxiliary to financial intermediation (67)
BE-Real estate services (70)
BE-Renting services of machinery and equipment without operator and of personal and household goods (71)
BE-Computer and related services (72)
BE-Research and development services (73)
BE-Other business services (74)
BE-Public administration and defence services; compulsory social security services (75)
BE-Education services (80)
BE-Health and social work services (85)
BE-Food waste for treatment: incineration
BE-Paper waste for treatment: incineration
BE-Plastic waste for treatment: incineration
BE-Intert/metal waste for treatment: incineration
BE-Textiles waste for treatment: incineration
BE-Wood waste for treatment: incineration
BE-Oil/hazardous waste for treatment: incineration
BE-Food waste for treatment: biogasification and land application
BE-Paper waste for treatment: biogasification and land application
BE-Sewage sludge for treatment: biogasification and land application
BE-Food waste for treatment: composting and land application
BE-Paper and wood waste for treatment: composting and land application
BE-Food waste for treatment: waste water treatment
BE-Other waste for treatment: waste water treatment
BE-Food waste for treatment: landfill
BE-Paper for treatment: landfill
BE-Plastic waste for treatment: landfill
BE-Inert/metal/hazardous waste for treatment: landfill
BE-Textiles waste for treatment: landfill
BE-Wood waste for treatment: landfill
BE-Membership organisation services n.e.c. (91)
"BE-Recreational, cultural and sporting services (92)"
BE-Other services (93)
BE-Private households with employed persons (95)
BE-Extra-territorial organizations and bodies
BG-Paddy rice
BG-Wheat
BG-Cereal grains nec
"BG-Vegetables, fruit, nuts"
BG-Oil seeds
"BG-Sugar cane, sugar beet"
BG-Plant-based fibers
BG-Crops nec
BG-Cattle
BG-Pigs
BG-Poultry
BG-Meat animals nec
BG-Animal products nec
BG-Raw milk
"BG-Wool, silk-worm cocoons"
BG-Manure (conventional treatment)
BG-Manure (biogas treatment)
"BG-Products of forestry, logging and related services (02)"
BG-Fish and other fishing products; services incidental of fishing (05)
BG-Anthracite
BG-Coking Coal
BG-Other Bituminous Coal
BG-Sub-Bituminous Coal
BG-Patent Fuel
BG-Lignite/Brown Coal
BG-BKB/Peat Briquettes
BG-Peat
"BG-Crude petroleum and services related to crude oil extraction, excluding surveying"
"BG-Natural gas and services related to natural gas extraction, excluding surveying"
BG-Natural Gas Liquids
BG-Other Hydrocarbons
BG-Uranium and thorium ores (12)
BG-Iron ores
BG-Copper ores and concentrates
BG-Nickel ores and concentrates
BG-Aluminium ores and concentrates
BG-Precious metal ores and concentrates
"BG-Lead, zinc and tin ores and concentrates"
BG-Other non-ferrous metal ores and concentrates
BG-Stone
BG-Sand and clay
"BG-Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c."
BG-Products of meat cattle
BG-Products of meat pigs
BG-Products of meat poultry
BG-Meat products nec
BG-products of Vegetable oils and fats
BG-Dairy products
BG-Processed rice
BG-Sugar
BG-Food products nec
BG-Beverages
BG-Fish products
BG-Tobacco products (16)
BG-Textiles (17)
BG-Wearing apparel; furs (18)
BG-Leather and leather products (19)
BG-Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)
"BG-Wood material for treatment, Re-processing of secondary wood material into new wood material"
BG-Pulp
"BG-Secondary paper for treatment, Re-processing of secondary paper into new pulp"
BG-Paper and paper products
BG-Printed matter and recorded media (22)
BG-Coke Oven Coke
BG-Gas Coke
BG-Coal Tar
BG-Motor Gasoline
BG-Aviation Gasoline
BG-Gasoline Type Jet Fuel
BG-Kerosene Type Jet Fuel
BG-Kerosene
BG-Gas/Diesel Oil
BG-Heavy Fuel Oil
BG-Refinery Gas
BG-Liquefied Petroleum Gases (LPG)
BG-Refinery Feedstocks
BG-Ethane
BG-Naphtha
BG-White Spirit & SBP
BG-Lubricants
BG-Bitumen
BG-Paraffin Waxes
BG-Petroleum Coke
BG-Non-specified Petroleum Products
BG-Nuclear fuel
"BG-Plastics, basic"
"BG-Secondary plastic for treatment, Re-processing of secondary plastic into new plastic"
BG-N-fertiliser
BG-P- and other fertiliser
BG-Chemicals nec
BG-Charcoal
BG-Additives/Blending Components
BG-Biogasoline
BG-Biodiesels
BG-Other Liquid Biofuels
BG-Rubber and plastic products (25)
BG-Glass and glass products
"BG-Secondary glass for treatment, Re-processing of secondary glass into new glass"
BG-Ceramic goods
"BG-Bricks, tiles and construction products, in baked clay"
"BG-Cement, lime and plaster"
"BG-Ash for treatment, Re-processing of ash into clinker"
BG-Other non-metallic mineral products
BG-Basic iron and steel and of ferro-alloys and first products thereof
"BG-Secondary steel for treatment, Re-processing of secondary steel into new steel"
BG-Precious metals
"BG-Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals"
BG-Aluminium and aluminium products
"BG-Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium"
"BG-Lead, zinc and tin and products thereof"
"BG-Secondary lead for treatment, Re-processing of secondary lead into new lead"
BG-Copper products
"BG-Secondary copper for treatment, Re-processing of secondary copper into new copper"
BG-Other non-ferrous metal products
"BG-Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals"
BG-Foundry work services
"BG-Fabricated metal products, except machinery and equipment (28)"
BG-Machinery and equipment n.e.c. (29)
BG-Office machinery and computers (30)
BG-Electrical machinery and apparatus n.e.c. (31)
"BG-Radio, television and communication equipment and apparatus (32)"
"BG-Medical, precision and optical instruments, watches and clocks (33)"
"BG-Motor vehicles, trailers and semi-trailers (34)"
BG-Other transport equipment (35)
BG-Furniture; other manufactured goods n.e.c. (36)
BG-Secondary raw materials
"BG-Bottles for treatment, Recycling of bottles by direct reuse"
BG-Electricity by coal
BG-Electricity by gas
BG-Electricity by nuclear
BG-Electricity by hydro
BG-Electricity by wind
BG-Electricity by petroleum and other oil derivatives
BG-Electricity by biomass and waste
BG-Electricity by solar photovoltaic
BG-Electricity by solar thermal
"BG-Electricity by tide, wave, ocean"
BG-Electricity by Geothermal
BG-Electricity nec
BG-Transmission services of electricity
BG-Distribution and trade services of electricity
BG-Coke oven gas
BG-Blast Furnace Gas
BG-Oxygen Steel Furnace Gas
BG-Gas Works Gas
BG-Biogas
BG-Distribution services of gaseous fuels through mains
BG-Steam and hot water supply services
"BG-Collected and purified water, distribution services of water (41)"
BG-Construction work (45)
"BG-Secondary construction material for treatment, Re-processing of secondary construction material into aggregates"
"BG-Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
BG-Retail trade services of motor fuel
"BG-Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)"
"BG-Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)"
BG-Hotel and restaurant services (55)
BG-Railway transportation services
BG-Other land transportation services
BG-Transportation services via pipelines
BG-Sea and coastal water transportation services
BG-Inland water transportation services
BG-Air transport services (62)
BG-Supporting and auxiliary transport services; travel agency services (63)
BG-Post and telecommunication services (64)
"BG-Financial intermediation services, except insurance and pension funding services (65)"
"BG-Insurance and pension funding services, except compulsory social security services (66)"
BG-Services auxiliary to financial intermediation (67)
BG-Real estate services (70)
BG-Renting services of machinery and equipment without operator and of personal and household goods (71)
BG-Computer and related services (72)
BG-Research and development services (73)
BG-Other business services (74)
BG-Public administration and defence services; compulsory social security services (75)
BG-Education services (80)
BG-Health and social work services (85)
BG-Food waste for treatment: incineration
BG-Paper waste for treatment: incineration
BG-Plastic waste for treatment: incineration
BG-Intert/metal waste for treatment: incineration
BG-Textiles waste for treatment: incineration
BG-Wood waste for treatment: incineration
BG-Oil/hazardous waste for treatment: incineration
BG-Food waste for treatment: biogasification and land application
BG-Paper waste for treatment: biogasification and land application
BG-Sewage sludge for treatment: biogasification and land application
BG-Food waste for treatment: composting and land application
BG-Paper and wood waste for treatment: composting and land application
BG-Food waste for treatment: waste water treatment
BG-Other waste for treatment: waste water treatment
BG-Food waste for treatment: landfill
BG-Paper for treatment: landfill
BG-Plastic waste for treatment: landfill
BG-Inert/metal/hazardous waste for treatment: landfill
BG-Textiles waste for treatment: landfill
BG-Wood waste for treatment: landfill
BG-Membership organisation services n.e.c. (91)
"BG-Recreational, cultural and sporting services (92)"
BG-Other services (93)
BG-Private households with employed persons (95)
BG-Extra-territorial organizations and bodies
CY-Paddy rice
CY-Wheat
CY-Cereal grains nec
"CY-Vegetables, fruit, nuts"
CY-Oil seeds
"CY-Sugar cane, sugar beet"
CY-Plant-based fibers
CY-Crops nec
CY-Cattle
CY-Pigs
CY-Poultry
CY-Meat animals nec
CY-Animal products nec
CY-Raw milk
"CY-Wool, silk-worm cocoons"
CY-Manure (conventional treatment)
CY-Manure (biogas treatment)
"CY-Products of forestry, logging and related services (02)"
CY-Fish and other fishing products; services incidental of fishing (05)
CY-Anthracite
CY-Coking Coal
CY-Other Bituminous Coal
CY-Sub-Bituminous Coal
CY-Patent Fuel
CY-Lignite/Brown Coal
CY-BKB/Peat Briquettes
CY-Peat
"CY-Crude petroleum and services related to crude oil extraction, excluding surveying"
"CY-Natural gas and services related to natural gas extraction, excluding surveying"
CY-Natural Gas Liquids
CY-Other Hydrocarbons
CY-Uranium and thorium ores (12)
CY-Iron ores
CY-Copper ores and concentrates
CY-Nickel ores and concentrates
CY-Aluminium ores and concentrates
CY-Precious metal ores and concentrates
"CY-Lead, zinc and tin ores and concentrates"
CY-Other non-ferrous metal ores and concentrates
CY-Stone
CY-Sand and clay
"CY-Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c."
CY-Products of meat cattle
CY-Products of meat pigs
CY-Products of meat poultry
CY-Meat products nec
CY-products of Vegetable oils and fats
CY-Dairy products
CY-Processed rice
CY-Sugar
CY-Food products nec
CY-Beverages
CY-Fish products
CY-Tobacco products (16)
CY-Textiles (17)
CY-Wearing apparel; furs (18)
CY-Leather and leather products (19)
CY-Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)
"CY-Wood material for treatment, Re-processing of secondary wood material into new wood material"
CY-Pulp
"CY-Secondary paper for treatment, Re-processing of secondary paper into new pulp"
CY-Paper and paper products
CY-Printed matter and recorded media (22)
CY-Coke Oven Coke
CY-Gas Coke
CY-Coal Tar
CY-Motor Gasoline
CY-Aviation Gasoline
CY-Gasoline Type Jet Fuel
CY-Kerosene Type Jet Fuel
CY-Kerosene
CY-Gas/Diesel Oil
CY-Heavy Fuel Oil
CY-Refinery Gas
CY-Liquefied Petroleum Gases (LPG)
CY-Refinery Feedstocks
CY-Ethane
CY-Naphtha
CY-White Spirit & SBP
CY-Lubricants
CY-Bitumen
CY-Paraffin Waxes
CY-Petroleum Coke
CY-Non-specified Petroleum Products
CY-Nuclear fuel
"CY-Plastics, basic"
"CY-Secondary plastic for treatment, Re-processing of secondary plastic into new plastic"
CY-N-fertiliser
CY-P- and other fertiliser
CY-Chemicals nec
CY-Charcoal
CY-Additives/Blending Components
CY-Biogasoline
CY-Biodiesels
CY-Other Liquid Biofuels
CY-Rubber and plastic products (25)
CY-Glass and glass products
"CY-Secondary glass for treatment, Re-processing of secondary glass into new glass"
CY-Ceramic goods
"CY-Bricks, tiles and construction products, in baked clay"
"CY-Cement, lime and plaster"
"CY-Ash for treatment, Re-processing of ash into clinker"
CY-Other non-metallic mineral products
CY-Basic iron and steel and of ferro-alloys and first products thereof
"CY-Secondary steel for treatment, Re-processing of secondary steel into new steel"
CY-Precious metals
"CY-Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals"
CY-Aluminium and aluminium products
"CY-Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium"
"CY-Lead, zinc and tin and products thereof"
"CY-Secondary lead for treatment, Re-processing of secondary lead into new lead"
CY-Copper products
"CY-Secondary copper for treatment, Re-processing of secondary copper into new copper"
CY-Other non-ferrous metal products
"CY-Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals"
CY-Foundry work services
"CY-Fabricated metal products, except machinery and equipment (28)"
CY-Machinery and equipment n.e.c. (29)
CY-Office machinery and computers (30)
CY-Electrical machinery and apparatus n.e.c. (31)
"CY-Radio, television and communication equipment and apparatus (32)"
"CY-Medical, precision and optical instruments, watches and clocks (33)"
"CY-Motor vehicles, trailers and semi-trailers (34)"
CY-Other transport equipment (35)
CY-Furniture; other manufactured goods n.e.c. (36)
CY-Secondary raw materials
"CY-Bottles for treatment, Recycling of bottles by direct reuse"
CY-Electricity by coal
CY-Electricity by gas
CY-Electricity by nuclear
CY-Electricity by hydro
CY-Electricity by wind
CY-Electricity by petroleum and other oil derivatives
CY-Electricity by biomass and waste
CY-Electricity by solar photovoltaic
CY-Electricity by solar thermal
"CY-Electricity by tide, wave, ocean"
CY-Electricity by Geothermal
CY-Electricity nec
CY-Transmission services of electricity
CY-Distribution and trade services of electricity
CY-Coke oven gas
CY-Blast Furnace Gas
CY-Oxygen Steel Furnace Gas
CY-Gas Works Gas
CY-Biogas
CY-Distribution services of gaseous fuels through mains
CY-Steam and hot water supply services
"CY-Collected and purified water, distribution services of water (41)"
CY-Construction work (45)
"CY-Secondary construction material for treatment, Re-processing of secondary construction material into aggregates"
"CY-Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
CY-Retail trade services of motor fuel
"CY-Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)"
"CY-Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)"
CY-Hotel and restaurant services (55)
CY-Railway transportation services
CY-Other land transportation services
CY-Transportation services via pipelines
CY-Sea and coastal water transportation services
CY-Inland water transportation services
CY-Air transport services (62)
CY-Supporting and auxiliary transport services; travel agency services (63)
CY-Post and telecommunication services (64)
"CY-Financial intermediation services, except insurance and pension funding services (65)"
"CY-Insurance and pension funding services, except compulsory social security services (66)"
CY-Services auxiliary to financial intermediation (67)
CY-Real estate services (70)
CY-Renting services of machinery and equipment without operator and of personal and household goods (71)
CY-Computer and related services (72)
CY-Research and development services (73)
CY-Other business services (74)
CY-Public administration and defence services; compulsory social security services (75)
CY-Education services (80)
CY-Health and social work services (85)
CY-Food waste for treatment: incineration
CY-Paper waste for treatment: incineration
CY-Plastic waste for treatment: incineration
CY-Intert/metal waste for treatment: incineration
CY-Textiles waste for treatment: incineration
CY-Wood waste for treatment: incineration
CY-Oil/hazardous waste for treatment: incineration
CY-Food waste for treatment: biogasification and land application
CY-Paper waste for treatment: biogasification and land application
CY-Sewage sludge for treatment: biogasification and land application
CY-Food waste for treatment: composting and land application
CY-Paper and wood waste for treatment: composting and land application
CY-Food waste for treatment: waste water treatment
CY-Other waste for treatment: waste water treatment
CY-Food waste for treatment: landfill
CY-Paper for treatment: landfill
CY-Plastic waste for treatment: landfill
CY-Inert/metal/hazardous waste for treatment: landfill
CY-Textiles waste for treatment: landfill
CY-Wood waste for treatment: landfill
CY-Membership organisation services n.e.c. (91)
"CY-Recreational, cultural and sporting services (92)"
CY-Other services (93)
CY-Private households with employed persons (95)
CY-Extra-territorial organizations and bodies
CZ-Paddy rice
CZ-Wheat
CZ-Cereal grains nec
"CZ-Vegetables, fruit, nuts"
CZ-Oil seeds
"CZ-Sugar cane, sugar beet"
CZ-Plant-based fibers
CZ-Crops nec
CZ-Cattle
CZ-Pigs
CZ-Poultry
CZ-Meat animals nec
CZ-Animal products nec
CZ-Raw milk
"CZ-Wool, silk-worm cocoons"
CZ-Manure (conventional treatment)
CZ-Manure (biogas treatment)
"CZ-Products of forestry, logging and related services (02)"
CZ-Fish and other fishing products; services incidental of fishing (05)
CZ-Anthracite
CZ-Coking Coal
CZ-Other Bituminous Coal
CZ-Sub-Bituminous Coal
CZ-Patent Fuel
CZ-Lignite/Brown Coal
CZ-BKB/Peat Briquettes
CZ-Peat
"CZ-Crude petroleum and services related to crude oil extraction, excluding surveying"
